bangumiId,kind,lang,title,content
1074,primary,zh-CN,后街女孩,《后街女孩》改编自同名漫画。三名黑道少年被老大强迫成为偶像。作品以搞笑、偶像与反差为特色，黑道与偶像的反差充满笑料，动画的氛围轻松，是一部让人捧腹的搞笑作品。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1075,primary,zh-CN,异世界魔王与召唤少女的奴隶魔术,《异世界魔王与召唤少女的奴隶魔术》改编自同名轻小说。游戏玩家坂本拓真在异世界中被召唤为魔王。作品以异世界、后宫与轻松冒险为特色，拓真的强大与奴隶少女们的互动充满看点，动画的氛围轻松，是一部标准的异世界作品。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1076,primary,zh-CN,千绪的通学路,《千绪的通学路》改编自同名漫画。女高中生三谷裳千绪在上学路上的脑洞日常。作品以搞笑、日常与吐槽为特色，千绪在上学路上的各种脑洞充满笑料，动画的节奏明快，是一部让人捧腹的日常喜剧。画风清新、节奏舒缓，人物之间的相处自然而温暖，那些平凡琐碎的片段在动画的演绎下变得闪闪发光，传递出一种治愈人心的宁静力量，是治愈系爱好者不容错过的作品。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1077,primary,zh-CN,工作细胞,《工作细胞》改编自同名漫画。将人体细胞拟人化的科普动画。红血球、白血球等细胞在体内辛勤工作，作品以科普、战斗与日常为特色，动画将人体知识融入有趣的故事，画风可爱、氛围轻松，是一部寓教于乐的佳作。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1078,primary,zh-CN,来玩游戏吧,《来玩游戏吧》改编自同名漫画。少女们在游戏部的日常充满搞笑。作品以游戏、日常与搞笑为特色，少女们的游戏互动充满笑料，动画的演出夸张、节奏明快，是一部让人捧腹的日常喜剧。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1079,primary,zh-CN,偶像大师 灰姑娘女孩剧场 第三季,《偶像大师 灰姑娘女孩剧场 第三季》延续系列，灰姑娘女孩偶像们的Q版日常继续。作品以偶像、搞笑与日常为特色，动画画风可爱、篇幅短小，在轻松的日常中展现偶像们的互动，是灰姑娘女孩系列的番外作品。画风清新、节奏舒缓，人物之间的相处自然而温暖，那些平凡琐碎的片段在动画的演绎下变得闪闪发光，传递出一种治愈人心的宁静力量，是治愈系爱好者不容错过的作品。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1080,primary,zh-CN,向山进发 第三季,《向山进发 第三季》延续系列，少女们的登山日常继续。本作葵与伙伴们在登山中迎接新的挑战，作品以登山、日常与治愈为特色，动画的画风清新、氛围温暖，少女们的成长与友情令人动容，是一部治愈系的作品。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1081,primary,zh-CN,行星与共,《行星与共》是原创动画，讲述少年与来自宇宙的少女的战斗。作品以机战、奇幻与群像为特色，动画的战斗场面华丽，少年的成长与少女的羁绊贯穿始终，是一部扎实的机战作品。动画的节奏把控张弛有度，战斗场面的分镜与作画都相当扎实，主角在与强敌的较量中不断突破自我，和同伴之间建立的信任与羁绊也为剧情增添了温度，热血与感动并存，值得一看。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1082,primary,zh-CN,Happy Sugar Life,《Happy Sugar Life》改编自同名漫画。少女松坂砂糖与少女的偏执恋爱。砂糖为了守护少女不择手段，作品以恋爱、悬疑与黑暗为主题，动画的氛围压抑，砂糖的疯狂令人震撼，是一部让人细思极恐的作品。作品在甜蜜之余也保留了青春特有的青涩与迷茫，主角在感情中的成长与抉择贯穿始终，配乐温润、画面明丽，将恋爱中的忐忑、欢喜与遗憾都拿捏得恰到好处，适合慢慢品味。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1083,primary,zh-CN,碧蓝之海,《碧蓝之海》改编自同名漫画。大学生北原伊织在潜水社团中的搞笑日常。作品以潜水、搞笑与日常为特色，伊织与社团成员的互动充满笑料，动画的演出夸张、节奏明快，是一部让人捧腹的喜剧。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1084,primary,zh-CN,高分少女,《高分少女》改编自同名漫画。在格斗游戏盛行的时代，少年春雄与少女大野的物语。两人在游戏厅的缘分与青春展开，作品以格斗游戏、恋爱与怀旧为特色，动画将游戏文化的魅力与青春结合，是一部充满情怀的作品。动画的节奏把控张弛有度，战斗场面的分镜与作画都相当扎实，主角在与强敌的较量中不断突破自我，和同伴之间建立的信任与羁绊也为剧情增添了温度，热血与感动并存，值得一看。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1085,primary,zh-CN,少女☆歌剧 Revue Starlight,《少女☆歌剧 Revue Starlight》是原创动画，讲述舞台少女们在歌剧中竞争的故事。爱城华恋与伙伴们在Revue中为舞台而战，作品以音乐、舞台与群像为特色，动画的演出华丽、歌曲动人，少女们的梦想与竞争令人动容，是一部风格独特的作品。角色的个性塑造鲜明，舞台上的自信与生活中的可爱形成反差，团队协作与个人成长双线并进，歌舞编排赏心悦目，让观众既能享受视听盛宴，也能为少女们的梦想与坚持而感动。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1086,primary,zh-CN,京都寺町三条商店街的福尔摩斯,《京都寺町三条商店街的福尔摩斯》改编自同名小说。古董店少当家真城与少女葵的解谜物语。两人在京都的商店街解决各种事件，作品以推理、日常与治愈为特色，动画的氛围优雅，京都的风情与谜题充满魅力，是一部风格独特的作品。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1087,primary,zh-CN,刃牙,《刃牙》改编自同名漫画。格斗家范马刃牙的极限对决。刃牙在格斗竞技中挑战最强的父亲，作品以格斗、热血与群像为特色，动画的战斗场面充满魄力，刃牙的成长令人热血沸腾，是格斗题材动画的经典。动画的节奏把控张弛有度，战斗场面的分镜与作画都相当扎实，主角在与强敌的较量中不断突破自我，和同伴之间建立的信任与羁绊也为剧情增添了温度，热血与感动并存，值得一看。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1088,primary,zh-CN,LORD of VERMILION 红莲之王,《LORD of VERMILION 红莲之王》改编自同名游戏，讲述少年少女们的战斗。本作围绕红莲之王的力量展开，作品以奇幻、战斗与群像为特色，动画的战斗场面华丽，角色们的命运交织，是一部标准的奇幻战斗作品。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1089,primary,zh-CN,邪神与厨二病少女,《邪神与厨二病少女》改编自同名漫画。邪神酱在人间与少女花园百合铃的同居日常。作品以搞笑、日常与魔界为特色，邪神酱的恶搞与百合铃的暴力形成反差，动画的氛围轻松，是一部让人捧腹的日常喜剧。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1090,primary,zh-CN,Angolmois 元寇合战记,《Angolmois 元寇合战记》改编自同名漫画。在蒙古袭来时，流放犯们守护对马岛。作品以历史、战争与群像为特色，动画的战争场面惨烈，流放犯们的战斗充满魄力，是一部硬核的历史战争作品。动画的节奏把控张弛有度，战斗场面的分镜与作画都相当扎实，主角在与强敌的较量中不断突破自我，和同伴之间建立的信任与羁绊也为剧情增添了温度，热血与感动并存，值得一看。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1091,primary,zh-CN,梦王国与沉睡的100名王子,《梦王国与沉睡的100名王子》改编自同名游戏。少女在梦王国中与王子们相遇。作品以恋爱、童话与群像为特色，动画的画风华丽，少女与王子们的互动充满浪漫，是乙女向动画的作品。作品在甜蜜之余也保留了青春特有的青涩与迷茫，主角在感情中的成长与抉择贯穿始终，配乐温润、画面明丽，将恋爱中的忐忑、欢喜与遗憾都拿捏得恰到好处，适合慢慢品味。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1092,primary,zh-CN,杀戮天使,《杀戮天使》改编自同名游戏。少女瑞吉儿与杀人鬼札克的冒险。两人在废弃大楼中互相扶持，作品以恐怖、悬疑与羁绊为主题，动画的氛围压抑，瑞吉儿与札克的关系充满张力，是一部风格独特的作品。剧情层层递进、伏笔密布，随着线索的不断拼合，真相逐渐浮出水面，每一次反转都在意料之外又情理之中，细节经得起推敲，氛围营造到位，是喜欢烧脑故事的观众不可错过之作。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1093,primary,zh-CN,摇曳庄的幽奈小姐,《摇曳庄的幽奈小姐》改编自同名漫画。灵能力者冬空凩与地缚灵幽奈的同居日常。作品以日常、搞笑与福利为特色，凩与幽奈及女孩子们的互动充满笑料，动画的氛围轻松，是一部让人捧腹的日常喜剧。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1094,primary,zh-CN,春原庄的管理人,《春原庄的管理人》改编自同名漫画。温柔的管理人春原彩花与少年的日常。作品以日常、恋爱与福利为特色，彩花的温柔与少年的心动充满看点，动画的氛围轻松，是一部轻松治愈的恋爱日常作品。作品在甜蜜之余也保留了青春特有的青涩与迷茫，主角在感情中的成长与抉择贯穿始终，配乐温润、画面明丽，将恋爱中的忐忑、欢喜与遗憾都拿捏得恰到好处，适合慢慢品味。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1095,primary,zh-CN,音乐少女,《音乐少女》是短篇动画，讲述偶像组合音乐少女们的日常。少女们在偶像活动中的互动充满温馨，作品以偶像、音乐与日常为特色，动画画风可爱、篇幅短小，在轻松的日常中展现少女们的梦想，是一部轻松解压的泡面番。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1096,primary,zh-CN,遥的接球,《遥的接球》改编自同名漫画。少女遥与表姐在沙滩排球中的成长。两人在沙滩排球赛场上不断成长，作品以排球、热血与青春为特色，动画的比赛场面充满张力，遥的成长与羁绊令人动容，是一部扎实的运动作品。动画的节奏把控张弛有度，战斗场面的分镜与作画都相当扎实，主角在与强敌的较量中不断突破自我，和同伴之间建立的信任与羁绊也为剧情增添了温度，热血与感动并存，值得一看。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1097,primary,zh-CN,Free!-Dive to the Future-,《Free!-Dive to the Future-》延续系列，游泳少年们的物语继续。本作遥等人毕业后的故事与新角色登场，作品以游泳、青春与情感为主题，动画的水中作画优美，少年们的友谊与梦想令人动容，是Free!系列的续作。作品风格鲜明、辨识度高，在同类题材中走出了自己的路子，角色与故事的结合恰到好处，整体观感流畅自然，无论是题材爱好者还是路人观众都能乐在其中。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1098,primary,zh-CN,进击的巨人 第三季,《进击的巨人 第三季》延续系列，艾伦与调查兵团的战斗继续。本作围绕王政篇与巨人的真相展开，作品以战斗、悬疑与绝望为主题，动画的制作精良，巨人的威胁与人类的挣扎充满张力，是进击的巨人系列的重要篇章。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1099,primary,zh-CN,中间管理录利根川,《中间管理录利根川》是《赌博默示录》的衍生动画，讲述赌博屋的管理者利根川的职场。作品以职场、搞笑与吐槽为特色，动画将赌博默示录的世界观与职场喜剧结合，利根川的内心独白充满笑料，是一部独特的作品。作品在整体完成度上表现出色，叙事流畅、角色立体，主题的表达清晰而有深度，既有轻松愉悦的观赏性，也留有值得回味的余韵，是一部质量扎实、诚意满满的作品。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1100,primary,zh-CN,昴宿七星,《昴宿七星》改编自同名轻小说。在网游与现实的交错中，少年少女们的冒险。作品以游戏、冒险与群像为特色，动画的氛围介于现实与游戏之间，角色们的羁绊贯穿始终，是一部标准的新生代轻改作品。作品在幻想的外衣下探讨着真实的情感与抉择，主角的成长线扎实有力，与伙伴们的情谊在一次次考验中愈发深厚，冒险的紧张感与日常的温情交替呈现，故事层次丰富、后劲十足。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1101,primary,zh-CN,百炼霸王与圣约女武神,《百炼霸王与圣约女武神》改编自同名轻小说。少年周在异世界成为王，带领女武神们战斗。作品以异世界、后宫与热血为特色，周的成长与女武神们的羁绊充满看点，动画的氛围轻松，是一部标准的轻改作品。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1102,primary,zh-CN,暮光幻影,《暮光幻影》是原创动画，讲述在伦敦的咖啡店中，超能力者们的物语。本作围绕拥有神秘力量的成员们展开，作品以奇幻、都市与群像为特色，动画的画风精美，角色们的互动充满魅力，是一部风格独特的作品。世界观设定丰富而自成体系，随着冒险推进，更多奇妙的种族、地点与力量体系逐一展开，角色们在旅途中收获成长与羁绊，画面与配乐共同营造出充满想象力的奇幻氛围，令人沉浸其中。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1103,primary,zh-CN,付丧神出租中,《付丧神出租中》改编自同名小说。在江户的古道具店，付丧神们的物语。作品以妖怪、治愈与日常为特色，动画的氛围温暖，付丧神与客人们的故事充满人情味，是一部充满时代气息的治愈作品。画风清新、节奏舒缓，人物之间的相处自然而温暖，那些平凡琐碎的片段在动画的演绎下变得闪闪发光，传递出一种治愈人心的宁静力量，是治愈系爱好者不容错过的作品。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1104,primary,zh-CN,打工小哥！之2！,《打工小哥！之2！》延续系列，少年们打工的搞笑日常。作品以职场、搞笑与日常为特色，动画篇幅短小、节奏明快，在轻松的日常中展现打工生活的趣事，是一部轻松解压的泡面番。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1105,primary,zh-CN,战栗杀机,《战栗杀机》改编自同名漫画。在纽约的阴暗面，少年亚修与日本学生奥村英二的相遇。作品以犯罪、悬疑与羁绊为主题，动画的氛围沉重，亚修的命运与两人的关系充满张力，是一部风格冷峻的作品。剧情层层递进、伏笔密布，随着线索的不断拼合，真相逐渐浮出水面，每一次反转都在意料之外又情理之中，细节经得起推敲，氛围营造到位，是喜欢烧脑故事的观众不可错过之作。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1106,primary,zh-CN,One Room 第二季,《One Room 第二季》延续系列，以第一人称视角讲述少女们的日常。观众以主角的视角与少女们互动，作品以日常、恋爱与治愈为特色，动画画风精美、氛围温馨，在短短的篇幅内展现少女们的生活，是一部沉浸感强的作品。作品在甜蜜之余也保留了青春特有的青涩与迷茫，主角在感情中的成长与抉择贯穿始终，配乐温润、画面明丽，将恋爱中的忐忑、欢喜与遗憾都拿捏得恰到好处，适合慢慢品味。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1107,primary,zh-CN,OVERLORD 第三季,《OVERLORD 第三季》延续系列，安兹·乌尔·恭的势力扩张继续。本作围绕纳萨力克与世界的征服展开，作品以异世界、黑暗奇幻与群像为特色，安兹的强大与谨慎充满反差魅力，动画的世界观庞大，是异世界题材的经典之作。世界观设定丰富而自成体系，随着冒险推进，更多奇妙的种族、地点与力量体系逐一展开，角色们在旅途中收获成长与羁绊，画面与配乐共同营造出充满想象力的奇幻氛围，令人沉浸其中。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1108,primary,zh-CN,天降少女！～从2层落下了少女！？～,《天降少女！～从2层落下了少女！？～》是短篇动画，讲述从天而降的少女的日常。作品以日常、恋爱与搞笑为特色，动画篇幅短小、节奏明快，在轻松的日常中展现少女的互动，是一部轻松解压的泡面番。角色间的互动刻画得细腻自然，那些欲言又止的心意、别扭又真诚的靠近都真实而动人，情感线与日常情节交织，让观众在会心一笑与怦然心动之间反复横跳，是一部让人回味无穷的恋爱物语。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1109,primary,zh-CN,某僵尸少女的灾难,《某僵尸少女的灾难》改编自同名漫画。大小姐僵尸在校园中的搞笑日常。作品以僵尸、搞笑与日常为特色，僵尸少女与同学们的互动充满笑料，动画篇幅短小、节奏明快，是一部轻松解压的泡面番。画风清新、节奏舒缓，人物之间的相处自然而温暖，那些平凡琐碎的片段在动画的演绎下变得闪闪发光，传递出一种治愈人心的宁静力量，是治愈系爱好者不容错过的作品。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1110,primary,zh-CN,BanG Dream! 少女乐团派对！☆PICO,《BanG Dream! 少女乐团派对！☆PICO》是BanG Dream企划的短篇动画，乐队少女们的Q版日常。作品以音乐、搞笑与日常为特色，动画画风可爱、篇幅短小，在轻松的日常中展现乐队成员们的互动，是BanG Dream系列的番外作品。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1111,primary,zh-CN,暗芝居 第六季,《暗芝居 第六季》是恐怖短篇动画系列，继续以纸芝居的形式讲述各种怪谈。作品以怀旧的画风、猎奇的剧情与细思极恐的氛围著称，每一话都在短短几分钟内营造出强烈的恐怖感，各种扭曲的都市传说让人不寒而栗，是恐怖动画爱好者的必看之作。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1112,primary,zh-CN,相约七月祭,《相约七月祭》是短篇动画，讲述少年与少女在祭典中的相遇。作品以恋爱、夏日与治愈为特色，动画画风清新、氛围温馨，在祭典的背景下展现青涩的情感，是一部短小却唯美的作品。作品在甜蜜之余也保留了青春特有的青涩与迷茫，主角在感情中的成长与抉择贯穿始终，配乐温润、画面明丽，将恋爱中的忐忑、欢喜与遗憾都拿捏得恰到好处，适合慢慢品味。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1113,primary,zh-CN,银魂. 银之魂篇 第二季,《银魂. 银之魂篇 第二季》延续系列，万事屋的最终决战继续。本作银时一行人在决战中面对真正的敌人，作品以搞笑、吐槽与热血为特色，银时的毒舌与伙伴们的羁绊令人动容，是银魂系列的延续。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1114,primary,zh-CN,天狼 Sirius the Jaeger,《天狼 Sirius the Jaeger》是原创动画，讲述吸血鬼猎人的战斗。少年尤里在天狼的使命与人类的身份间挣扎，作品以吸血鬼、战斗与热血为特色，动画的战斗场面华丽，尤里的成长与羁绊贯穿始终，是一部扎实的作品。动画的节奏把控张弛有度，战斗场面的分镜与作画都相当扎实，主角在与强敌的较量中不断突破自我，和同伴之间建立的信任与羁绊也为剧情增添了温度，热血与感动并存，值得一看。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1115,primary,zh-CN,魔法律事务所,《魔法律事务所》改编自同名漫画。魔法律执笔人六冰与助手解决灵异事件。作品以灵异、战斗与日常为特色，六冰的魔法律与单元事件充满趣味，动画的氛围轻松，是一部灵异题材的作品。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1116,primary,zh-CN,索斯机械兽WILD,《索斯机械兽WILD》改编自同名玩具系列。少年们在荒野中驾驶机械兽战斗。作品以机械兽、冒险与热血为特色，动画的战斗场面华丽，少年们的成长与羁绊贯穿始终，是适合少年观众的作品。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1117,primary,zh-CN,天才玩偶,《天才玩偶》是中日合作的动画，讲述少年与玩偶的物语。少年在玩偶的帮助下展开冒险，作品以奇幻、战斗与热血为特色，动画的战斗场面华丽，少年与玩偶的羁绊贯穿始终，是国漫合作的作品。动画的节奏把控张弛有度，战斗场面的分镜与作画都相当扎实，主角在与强敌的较量中不断突破自我，和同伴之间建立的信任与羁绊也为剧情增添了温度，热血与感动并存，值得一看。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1118,primary,zh-CN,深夜！天才傻鹏,《深夜！天才傻鹏》是经典搞笑动画的现代版，傻鹏一家的搞笑日常。作品以搞笑、恶搞与吐槽为特色，动画的演出大胆奔放，傻鹏一家的无厘头行为令人捧腹，是一部充满欢乐的喜剧。画风清新、节奏舒缓，人物之间的相处自然而温暖，那些平凡琐碎的片段在动画的演绎下变得闪闪发光，传递出一种治愈人心的宁静力量，是治愈系爱好者不容错过的作品。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1119,primary,zh-CN,摇曳庄的幽奈小姐 OAD,《摇曳庄的幽奈小姐 OAD》是《摇曳庄的幽奈小姐》的OVA，温泉福利番外。本作以轻松的日常与温泉为主，作品以日常、搞笑与福利为特色，动画的氛围轻松，凩与幽奈及女孩子们的互动充满笑料，是摇曳庄系列的番外作品。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1120,primary,zh-CN,告诉我魔法之摆～莉露莉露妖精莉露～,《告诉我魔法之摆～莉露莉露妖精莉露～》是妖精莉露系列的动画，妖精少女们的冒险继续。本作妖精们通过魔法之摆展开新的活动，作品以魔法、日常与治愈为特色，动画画风可爱、氛围温馨，是适合少女观众的魔法日常动画。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
